383	0.4909
384	0.5999
385	0.1482
386	0.7248
387	0.4015
388	0.2319
389	0.7231
390	0.0813
391	0.3473
392	0.9204
393	0.1269
394	0.4070
395	0.0053
396	0.8287
397	0.0552
398	0.0210
399	0.1780
400	0.2753
401	0.5805
402	0.5404
403	0.2957
404	0.6294
405	0.8913
406	0.6933
407	0.0235
408	0.1010
409	0.6911
410	0.7953
411	0.4162
412	0.2148
